odm_id,odm_name,tray_capacity_scope_id,rack_capacity_scope_id,metric,unit,p10,p50,p90,mean,minimum,maximum,compute_tray_bottleneck_probability,rack_integration_bottleneck_probability
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,assembly_rack_share,ratio,0.4441466051641488,0.4935705025342326,0.5420801305031734,0.4933220804040352,0.3646003971669017,0.6463772597381297,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,assembly_supported_racks,rack,127.10117071775758,147.0826149564498,169.5767229893422,147.8173309567952,102.05856127786497,214.18294582798808,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,compute_tray_capacity,tray,3865.342985988816,4322.617318697338,4805.479727527329,4329.0664052724815,3504.7951590922726,5191.423370225405,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,compute_tray_rack_equivalents,rack,130.97974920553017,153.52103691203004,178.68867705929082,154.23260105496934,102.78586049235626,218.6409364223411,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,customer_allocated_compute_trays,tray,2357.635485699543,2763.378664416541,3216.3961870672347,2776.186818989448,1850.1454888624128,3935.53685560214,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,customer_allocated_integrated_racks,rack,134.6710697634289,162.25022476286665,192.788456710819,163.11770877496136,102.05856127786497,242.47957563030414,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,good_compute_trays,tray,3482.733540960245,4008.2986586259703,4569.3526578943665,4017.0262771332154,3085.186463919006,5033.520893440185,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,good_integrated_racks,rack,190.8031751811067,227.0300681235919,265.84071904892676,227.697902369096,162.9521590055333,298.366248454288,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,platform_qualified_compute_trays,tray,2809.0615798866065,3268.684207820769,3768.3461257752224,3280.1341853086233,2314.5043821728445,4517.820391975751,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,platform_qualified_integrated_racks,rack,158.4400256969168,189.59151794619723,224.0652007429321,190.48683634332454,127.17474782305247,268.30326226741727,0.6301,0.3699
